Hour ID,Year,Quarter,Month,Day,Hour,Original Price,New Price
2532,2024,2,4,15,12,36.05,99.484
2533,2024,2,4,15,13,35.13,97.691
2534,2024,2,4,15,14,31.99,96.101
2535,2024,2,4,15,15,31.57,95.643
2536,2024,2,4,15,16,32.4,96.786
2537,2024,2,4,15,17,35.5,99.573
2538,2024,2,4,15,18,38.69,103.314
2539,2024,2,4,15,19,43.0,106.897
2540,2024,2,4,15,20,49.14,108.237
2541,2024,2,4,15,21,40.74,105.0
2542,2024,2,4,15,22,35.02,99.408
2543,2024,2,4,15,23,28.45,93.072
2544,2024,2,4,15,24,27.5,86.865
2545,2024,2,4,16,1,10.51,80.688
2546,2024,2,4,16,2,10.51,78.728
2547,2024,2,4,16,3,10.94,80.182
2548,2024,2,4,16,4,22.5,86.229
2549,2024,2,4,16,5,26.83,93.992
2550,2024,2,4,16,6,38.76,102.06
2551,2024,2,4,16,7,44.75,107.044
2552,2024,2,4,16,8,43.03,107.45
2553,2024,2,4,16,9,38.85,104.677
2554,2024,2,4,16,10,34.37,100.895
2555,2024,2,4,16,11,32.5,97.636
2556,2024,2,4,16,12,30.0,95.098
2557,2024,2,4,16,13,27.97,93.533
2558,2024,2,4,16,14,28.0,93.284
2559,2024,2,4,16,15,29.76,94.319
2560,2024,2,4,16,16,30.46,96.516
2561,2024,2,4,16,17,34.0,100.38
2562,2024,2,4,16,18,39.99,105.554
2563,2024,2,4,16,19,45.44,110.486
2564,2024,2,4,16,20,51.02,113.255
2565,2024,2,4,16,21,46.83,112.08
2566,2024,2,4,16,22,43.6,108.138
2567,2024,2,4,16,23,37.17,102.544
2568,2024,2,4,16,24,29.54,97.064
2569,2024,2,4,17,1,27.8,93.283
2570,2024,2,4,17,2,25.18,90.447
2571,2024,2,4,17,3,22.21,88.52
2572,2024,2,4,17,4,20.46,88.388
2573,2024,2,4,17,5,23.5,90.829
2574,2024,2,4,17,6,28.93,94.885
2575,2024,2,4,17,7,33.57,98.464
2576,2024,2,4,17,8,35.65,99.716
2577,2024,2,4,17,9,32.0,98.091
2578,2024,2,4,17,10,27.89,95.17
2579,2024,2,4,17,11,25.56,92.636
2580,2024,2,4,17,12,25.0,91.09
2581,2024,2,4,17,13,24.5,90.252
2582,2024,2,4,17,14,23.99,89.946
2583,2024,2,4,17,15,24.5,90.44
2584,2024,2,4,17,16,24.0,92.245
2585,2024,2,4,17,17,30.0,96.123
2586,2024,2,4,17,18,33.99,100.79
2587,2024,2,4,17,19,39.59,105.033
2588,2024,2,4,17,20,43.0,107.036
2589,2024,2,4,17,21,39.04,105.736
2590,2024,2,4,17,22,36.4,102.228
2591,2024,2,4,17,23,31.46,97.107
2592,2024,2,4,17,24,24.71,91.336
2593,2024,2,4,18,1,21.5,86.428
2594,2024,2,4,18,2,17.93,83.464
2595,2024,2,4,18,3,18.23,83.384
2596,2024,2,4,18,4,20.36,86.382
2597,2024,2,4,18,5,25.22,92.29
2598,2024,2,4,18,6,36.93,99.701
2599,2024,2,4,18,7,42.79,104.928
2600,2024,2,4,18,8,42.89,106.301
2601,2024,2,4,18,9,39.64,104.799
2602,2024,2,4,18,10,34.9,102.78
2603,2024,2,4,18,11,36.12,102.23
2604,2024,2,4,18,12,40.67,102.044
2605,2024,2,4,18,13,36.12,99.793
2606,2024,2,4,18,14,30.93,96.464
2607,2024,2,4,18,15,28.5,94.158
2608,2024,2,4,18,16,27.99,94.229
2609,2024,2,4,18,17,30.93,97.162
2610,2024,2,4,18,18,37.6,101.991
2611,2024,2,4,18,19,42.95,106.305
2612,2024,2,4,18,20,44.61,108.091
2613,2024,2,4,18,21,42.4,106.767
2614,2024,2,4,18,22,40.06,103.057
2615,2024,2,4,18,23,29.88,98.111
2616,2024,2,4,18,24,30.53,94.863
2617,2024,2,4,19,1,28.25,92.81
2618,2024,2,4,19,2,27.9,91.9
2619,2024,2,4,19,3,26.96,92.257
2620,2024,2,4,19,4,29.06,94.737
2621,2024,2,4,19,5,32.06,99.631
2622,2024,2,4,19,6,41.14,106.287
2623,2024,2,4,19,7,47.76,111.216
2624,2024,2,4,19,8,51.94,110.514
2625,2024,2,4,19,9,42.93,101.555
2626,2024,2,4,19,10,15.06,87.873
2627,2024,2,4,19,11,8.61,79.111
2628,2024,2,4,19,12,8.61,76.831
2629,2024,2,4,19,13,4.31,76.831
2630,2024,2,4,19,14,2.15,76.831
2631,2024,2,4,19,15,4.31,79.481
2632,2024,2,4,19,16,25.82,89.344
2633,2024,2,4,19,17,39.6,100.549
2634,2024,2,4,19,18,44.83,108.432
2635,2024,2,4,19,19,48.0,112.116
2636,2024,2,4,19,20,47.81,111.853
2637,2024,2,4,19,21,43.39,108.512
2638,2024,2,4,19,22,39.0,103.656
2639,2024,2,4,19,23,32.6,98.456
2640,2024,2,4,19,24,29.54,94.161
2641,2024,2,4,20,1,26.5,90.898
2642,2024,2,4,20,2,23.9,88.908
2643,2024,2,4,20,3,24.6,88.287
2644,2024,2,4,20,4,24.52,88.377
2645,2024,2,4,20,5,24.01,89.093
2646,2024,2,4,20,6,25.83,90.743
2647,2024,2,4,20,7,28.6,92.811
2648,2024,2,4,20,8,31.61,94.124
2649,2024,2,4,20,9,29.61,93.55
2650,2024,2,4,20,10,27.16,91.701
2651,2024,2,4,20,11,24.59,89.504
2652,2024,2,4,20,12,24.01,87.6
2653,2024,2,4,20,13,22.0,85.973
2654,2024,2,4,20,14,19.97,85.27
2655,2024,2,4,20,15,22.2,86.423
2656,2024,2,4,20,16,24.5,89.315
2657,2024,2,4,20,17,28.01,93.866
2658,2024,2,4,20,18,36.3,99.433
2659,2024,2,4,20,19,39.66,103.773
2660,2024,2,4,20,20,42.2,105.767
2661,2024,2,4,20,21,40.93,104.437
2662,2024,2,4,20,22,37.25,99.496
2663,2024,2,4,20,23,29.9,91.402
2664,2024,2,4,20,24,12.44,82.624
2665,2024,2,4,21,1,10.73,78.386
2666,2024,2,4,21,2,10.94,77.98
2667,2024,2,4,21,3,11.8,80.134
2668,2024,2,4,21,4,19.55,83.623
2669,2024,2,4,21,5,18.5,85.979
2670,2024,2,4,21,6,19.2,87.75
2671,2024,2,4,21,7,22.14,89.092
2672,2024,2,4,21,8,22.77,88.7
2673,2024,2,4,21,9,21.45,85.407
2674,2024,2,4,21,10,10.73,79.205
2675,2024,2,4,21,11,4.29,73.218
2676,2024,2,4,21,12,2.15,69.185
2677,2024,2,4,21,13,0.21,67.003
2678,2024,2,4,21,14,0.21,66.625
2679,2024,2,4,21,15,0.21,68.3
2680,2024,2,4,21,16,2.57,72.951
2681,2024,2,4,21,17,15.18,80.502
2682,2024,2,4,21,18,20.89,87.583
2683,2024,2,4,21,19,26.02,92.589
2684,2024,2,4,21,20,29.5,94.315
2685,2024,2,4,21,21,23.93,92.074
2686,2024,2,4,21,22,21.27,87.451
2687,2024,2,4,21,23,14.43,80.979
2688,2024,2,4,21,24,6.46,74.098
2689,2024,2,4,22,1,3.1,68.789
2690,2024,2,4,22,2,3.02,66.481
2691,2024,2,4,22,3,2.1,66.456
2692,2024,2,4,22,4,2.9,68.072
2693,2024,2,4,22,5,4.6,73.365
2694,2024,2,4,22,6,18.13,82.74
2695,2024,2,4,22,7,36.04,91.375
2696,2024,2,4,22,8,30.21,93.377
2697,2024,2,4,22,9,26.55,91.058
2698,2024,2,4,22,10,22.0,87.102
2699,2024,2,4,22,11,20.32,83.224
2700,2024,2,4,22,12,16.02,79.576
2701,2024,2,4,22,13,13.52,76.946
2702,2024,2,4,22,14,11.43,76.104
2703,2024,2,4,22,15,14.0,77.932
2704,2024,2,4,22,16,18.0,82.177
2705,2024,2,4,22,17,23.6,88.195
2706,2024,2,4,22,18,31.03,94.7
2707,2024,2,4,22,19,40.54,99.354
2708,2024,2,4,22,20,47.19,99.684
2709,2024,2,4,22,21,36.04,97.943
2710,2024,2,4,22,22,32.64,92.427
2711,2024,2,4,22,23,22.4,83.065
2712,2024,2,4,22,24,0.02,73.538
2713,2024,2,4,23,1,0.08,70.402
2714,2024,2,4,23,2,0.06,70.234
2715,2024,2,4,23,3,0.06,70.83
2716,2024,2,4,23,4,0.06,71.357
2717,2024,2,4,23,5,0.06,71.755
2718,2024,2,4,23,6,0.05,72.213
2719,2024,2,4,23,7,2.15,72.765
2720,2024,2,4,23,8,1.02,72.826
2721,2024,2,4,23,9,1.05,72.741
2722,2024,2,4,23,10,1.05,72.59
2723,2024,2,4,23,11,1.04,72.309
2724,2024,2,4,23,12,0.21,71.836
2725,2024,2,4,23,13,0.1,71.381
2726,2024,2,4,23,14,0.09,71.074
2727,2024,2,4,23,15,0.1,71.308
2728,2024,2,4,23,16,0.25,73.034
2729,2024,2,4,23,17,2.15,77.541
2730,2024,2,4,23,18,14.0,84.875
2731,2024,2,4,23,19,24.68,91.235
2732,2024,2,4,23,20,42.79,93.487
2733,2024,2,4,23,21,32.77,93.487
2734,2024,2,4,23,22,30.01,93.487
2735,2024,2,4,23,23,24.73,93.487
2736,2024,2,4,23,24,29.56,93.487
2737,2024,2,4,24,1,26.5,91.106
2738,2024,2,4,24,2,26.46,89.219
2739,2024,2,4,24,3,25.8,88.807
2740,2024,2,4,24,4,27.0,90.813
2741,2024,2,4,24,5,29.61,95.886
2742,2024,2,4,24,6,42.4,103.58
2743,2024,2,4,24,7,50.0,109.889
2744,2024,2,4,24,8,51.5,112.344
2745,2024,2,4,24,9,48.0,111.301
2746,2024,2,4,24,10,44.43,108.989
2747,2024,2,4,24,11,44.6,107.055
2748,2024,2,4,24,12,42.82,105.298
2749,2024,2,4,24,13,41.05,103.783
2750,2024,2,4,24,14,40.12,102.809
2751,2024,2,4,24,15,40.13,102.662
2752,2024,2,4,24,16,40.15,103.652
2753,2024,2,4,24,17,42.15,106.274
2754,2024,2,4,24,18,47.0,110.237
2755,2024,2,4,24,19,51.67,113.841
2756,2024,2,4,24,20,56.06,114.867
2757,2024,2,4,24,21,49.35,111.639
2758,2024,2,4,24,22,42.05,106.391
2759,2024,2,4,24,23,37.99,101.786
2760,2024,2,4,24,24,35.18,98.858
2761,2024,2,4,25,1,32.99,97.566
2762,2024,2,4,25,2,31.91,96.904
2763,2024,2,4,25,3,31.27,97.042
2764,2024,2,4,25,4,31.88,98.906
2765,2024,2,4,25,5,34.82,103.405
2766,2024,2,4,25,6,45.28,110.172
2767,2024,2,4,25,7,52.71,116.007
2768,2024,2,4,25,8,54.81,118.568
2769,2024,2,4,25,9,51.3,117.97
2770,2024,2,4,25,10,48.99,116.32
2771,2024,2,4,25,11,50.02,114.807
2772,2024,2,4,25,12,47.07,113.042
2773,2024,2,4,25,13,45.34,111.599
2774,2024,2,4,25,14,45.11,110.833
2775,2024,2,4,25,15,45.05,110.593
2776,2024,2,4,25,16,46.0,110.754
2777,2024,2,4,25,17,43.92,111.402
2778,2024,2,4,25,18,46.0,113.619
2779,2024,2,4,25,19,49.72,116.758
2780,2024,2,4,25,20,60.1,118.306
2781,2024,2,4,25,21,46.77,114.461
2782,2024,2,4,25,22,43.0,108.97
2783,2024,2,4,25,23,36.0,103.636
2784,2024,2,4,25,24,34.5,100.048
2785,2024,2,4,26,1,32.06,97.91
2786,2024,2,4,26,2,32.2,97.129
2787,2024,2,4,26,3,31.91,97.481
2788,2024,2,4,26,4,32.8,99.534
2789,2024,2,4,26,5,34.8,104.003
2790,2024,2,4,26,6,46.7,110.589
2791,2024,2,4,26,7,51.88,115.507
2792,2024,2,4,26,8,53.59,116.804
2793,2024,2,4,26,9,48.4,114.621
2794,2024,2,4,26,10,43.74,111.603
2795,2024,2,4,26,11,42.78,109.892
2796,2024,2,4,26,12,44.82,109.487
2797,2024,2,4,26,13,43.74,108.997
2798,2024,2,4,26,14,42.78,108.079
2799,2024,2,4,26,15,42.78,106.856
2800,2024,2,4,26,16,37.98,105.871
2801,2024,2,4,26,17,39.97,107.308
2802,2024,2,4,26,18,44.24,111.182
2803,2024,2,4,26,19,47.77,115.89
2804,2024,2,4,26,20,63.51,118.605
2805,2024,2,4,26,21,45.5,114.1
2806,2024,2,4,26,22,40.41,107.773
2807,2024,2,4,26,23,34.69,102.141
2808,2024,2,4,26,24,33.86,98.079
2809,2024,2,4,27,1,30.0,94.727
2810,2024,2,4,27,2,29.3,92.73
2811,2024,2,4,27,3,28.45,91.821
2812,2024,2,4,27,4,28.09,92.126
2813,2024,2,4,27,5,28.73,94.217
2814,2024,2,4,27,6,33.05,98.447
2815,2024,2,4,27,7,42.79,103.506
2816,2024,2,4,27,8,42.79,106.5
2817,2024,2,4,27,9,44.19,107.644
2818,2024,2,4,27,10,42.79,107.256
2819,2024,2,4,27,11,42.47,106.024
2820,2024,2,4,27,12,41.61,103.987
2821,2024,2,4,27,13,36.04,101.45
2822,2024,2,4,27,14,36.04,100.159
2823,2024,2,4,27,15,36.04,100.269
2824,2024,2,4,27,16,39.03,101.637
2825,2024,2,4,27,17,39.06,103.709
2826,2024,2,4,27,18,40.11,107.144
2827,2024,2,4,27,19,46.98,111.769
2828,2024,2,4,27,20,57.27,114.197
2829,2024,2,4,27,21,49.12,110.071
2830,2024,2,4,27,22,34.11,101.925
2831,2024,2,4,27,23,27.81,95.161
2832,2024,2,4,27,24,29.85,91.184
2833,2024,2,4,28,1,20.0,87.87
2834,2024,2,4,28,2,18.18,85.578
2835,2024,2,4,28,3,17.31,84.164
2836,2024,2,4,28,4,16.0,83.45
2837,2024,2,4,28,5,14.92,83.772
2838,2024,2,4,28,6,17.8,85.378
2839,2024,2,4,28,7,20.56,87.034
2840,2024,2,4,28,8,20.46,87.291
2841,2024,2,4,28,9,21.1,85.591
2842,2024,2,4,28,10,12.45,81.913
2843,2024,2,4,28,11,10.74,79.109
2844,2024,2,4,28,12,10.74,77.933
2845,2024,2,4,28,13,10.74,78.137
2846,2024,2,4,28,14,10.95,79.645
2847,2024,2,4,28,15,18.07,82.349
2848,2024,2,4,28,16,16.08,84.814
2849,2024,2,4,28,17,18.57,88.688
2850,2024,2,4,28,18,26.82,94.255
2851,2024,2,4,28,19,30.82,99.043
2852,2024,2,4,28,20,38.22,100.513
2853,2024,2,4,28,21,32.01,95.269
2854,2024,2,4,28,22,16.7,84.985
2855,2024,2,4,28,23,2.15,75.445
2856,2024,2,4,28,24,0.06,71.514
2857,2024,2,4,29,1,0.02,72.125
2858,2024,2,4,29,2,0.02,72.125
2859,2024,2,4,29,3,0.0,72.125
2860,2024,2,4,29,4,0.0,72.125
2861,2024,2,4,29,5,1.07,72.655
2862,2024,2,4,29,6,7.52,79.257
2863,2024,2,4,29,7,34.57,89.741
2864,2024,2,4,29,8,36.02,94.037
2865,2024,2,4,29,9,31.14,90.756
2866,2024,2,4,29,10,12.45,84.347
2867,2024,2,4,29,11,11.81,83.499
2868,2024,2,4,29,12,31.14,88.856
2869,2024,2,4,29,13,31.88,93.229
2870,2024,2,4,29,14,31.8,95.567
2871,2024,2,4,29,15,31.52,97.324
2872,2024,2,4,29,16,35.82,100.041
2873,2024,2,4,29,17,39.18,103.311
2874,2024,2,4,29,18,43.1,106.36
2875,2024,2,4,29,19,43.58,108.137
2876,2024,2,4,29,20,49.0,108.187
2877,2024,2,4,29,21,43.0,105.351
2878,2024,2,4,29,22,36.76,99.336
2879,2024,2,4,29,23,28.03,91.354
2880,2024,2,4,29,24,17.39,83.895
2881,2024,2,4,30,1,10.95,79.98
2882,2024,2,4,30,2,10.74,79.98
2883,2024,2,4,30,3,10.74,79.98
2884,2024,2,4,30,4,13.1,82.408
2885,2024,2,4,30,5,24.29,88.807
2886,2024,2,4,30,6,33.03,95.979
2887,2024,2,4,30,7,39.3,100.787
2888,2024,2,4,30,8,37.58,101.71
2889,2024,2,4,30,9,36.08,100.315
2890,2024,2,4,30,10,32.48,98.611
2891,2024,2,4,30,11,30.38,98.941
2892,2024,2,4,30,12,40.22,102.087
2893,2024,2,4,30,13,40.31,104.846
2894,2024,2,4,30,14,42.84,106.716
2895,2024,2,4,30,15,44.78,107.229
2896,2024,2,4,30,16,41.23,106.617
2897,2024,2,4,30,17,40.8,107.229
2898,2024,2,4,30,18,41.66,110.602
2899,2024,2,4,30,19,50.89,116.414
2900,2024,2,4,30,20,67.0,119.97
2901,2024,2,4,30,21,50.5,115.627
2902,2024,2,4,30,22,42.17,107.11
2903,2024,2,4,30,23,32.03,97.591
2904,2024,2,4,30,24,22.52,89.872
2905,2024,2,5,1,1,21.43,85.767
2906,2024,2,5,1,2,20.63,84.31
2907,2024,2,5,1,3,21.1,84.854
2908,2024,2,5,1,4,21.42,87.733
2909,2024,2,5,1,5,26.1,94.183
2910,2024,2,5,1,6,40.5,103.788
2911,2024,2,5,1,7,49.2,112.705
2912,2024,2,5,1,8,56.08,118.466
2913,2024,2,5,1,9,56.27,119.754
2914,2024,2,5,1,10,51.79,117.523
2915,2024,2,5,1,11,49.26,113.906
2916,2024,2,5,1,12,44.25,109.955
2917,2024,2,5,1,13,42.49,106.742
2918,2024,2,5,1,14,39.6,104.287
2919,2024,2,5,1,15,38.51,103.02
2920,2024,2,5,1,16,37.32,103.339
2921,2024,2,5,1,17,40.06,105.794
2922,2024,2,5,1,18,44.8,109.573
2923,2024,2,5,1,19,47.4,112.788
2924,2024,2,5,1,20,55.11,113.441
2925,2024,2,5,1,21,42.18,108.799
2926,2024,2,5,1,22,37.74,102.461
2927,2024,2,5,1,23,30.49,96.065
2928,2024,2,5,1,24,24.79,91.184
2929,2024,2,5,2,1,22.5,88.477
2930,2024,2,5,2,2,21.04,86.867
2931,2024,2,5,2,3,19.23,85.938
2932,2024,2,5,2,4,20.05,86.084
2933,2024,2,5,2,5,19.95,87.629
2934,2024,2,5,2,6,22.7,91.501
2935,2024,2,5,2,7,29.88,97.587
2936,2024,2,5,2,8,41.5,103.609
2937,2024,2,5,2,9,41.29,106.22
2938,2024,2,5,2,10,36.13,106.603
2939,2024,2,5,2,11,41.29,107.647
2940,2024,2,5,2,12,41.5,108.408
2941,2024,2,5,2,13,42.91,108.221
2942,2024,2,5,2,14,39.79,106.151
2943,2024,2,5,2,15,37.06,102.59
2944,2024,2,5,2,16,36.13,98.206
2945,2024,2,5,2,17,21.05,94.775
2946,2024,2,5,2,18,23.97,98.637
2947,2024,2,5,2,19,42.91,109.041
2948,2024,2,5,2,20,64.52,117.208
2949,2024,2,5,2,21,47.1,114.866
2950,2024,2,5,2,22,38.5,107.691
2951,2024,2,5,2,23,31.83,100.232
2952,2024,2,5,2,24,27.71,94.481
2953,2024,2,5,3,1,25.7,90.67
2954,2024,2,5,3,2,24.5,88.895
2955,2024,2,5,3,3,24.0,89.103
2956,2024,2,5,3,4,26.08,91.666
2957,2024,2,5,3,5,29.84,96.675
2958,2024,2,5,3,6,39.0,103.455
2959,2024,2,5,3,7,47.0,109.316
2960,2024,2,5,3,8,48.56,111.934
2961,2024,2,5,3,9,46.4,111.491
2962,2024,2,5,3,10,43.37,109.612
2963,2024,2,5,3,11,42.88,107.656
2964,2024,2,5,3,12,42.5,105.559
2965,2024,2,5,3,13,37.18,103.3
2966,2024,2,5,3,14,36.6,102.622
2967,2024,2,5,3,15,40.0,103.967
2968,2024,2,5,3,16,41.0,106.574
2969,2024,2,5,3,17,44.8,110.539
2970,2024,2,5,3,18,50.39,115.204
2971,2024,2,5,3,19,52.91,118.991
2972,2024,2,5,3,20,62.0,120.328
2973,2024,2,5,3,21,49.52,116.385
2974,2024,2,5,3,22,45.65,110.824
2975,2024,2,5,3,23,38.32,105.262
2976,2024,2,5,3,24,37.38,100.963
2977,2024,2,5,4,1,33.0,97.069
2978,2024,2,5,4,2,29.65,93.958
2979,2024,2,5,4,3,28.0,92.146
2980,2024,2,5,4,4,27.91,92.037
2981,2024,2,5,4,5,28.08,94.096
2982,2024,2,5,4,6,32.72,98.859
2983,2024,2,5,4,7,43.0,105.053
2984,2024,2,5,4,8,47.2,109.463
2985,2024,2,5,4,9,46.5,111.024
2986,2024,2,5,4,10,46.77,110.614
2987,2024,2,5,4,11,44.4,108.784
2988,2024,2,5,4,12,43.0,106.446
2989,2024,2,5,4,13,38.49,104.327
2990,2024,2,5,4,14,39.01,103.911
2991,2024,2,5,4,15,42.07,105.049
2992,2024,2,5,4,16,43.0,106.89
2993,2024,2,5,4,17,43.0,109.811
2994,2024,2,5,4,18,49.1,114.495
2995,2024,2,5,4,19,53.24,119.019
2996,2024,2,5,4,20,64.44,120.269
2997,2024,2,5,4,21,51.51,113.55
2998,2024,2,5,4,22,34.27,102.544
2999,2024,2,5,4,23,27.0,93.092
3000,2024,2,5,4,24,21.2,86.963
3001,2024,2,5,5,1,17.0,84.038
3002,2024,2,5,5,2,15.78,82.634
3003,2024,2,5,5,3,14.77,81.646
3004,2024,2,5,5,4,13.9,80.732
3005,2024,2,5,5,5,11.52,80.285
3006,2024,2,5,5,6,12.86,81.482
3007,2024,2,5,5,7,16.36,84.35
3008,2024,2,5,5,8,21.79,87.91
3009,2024,2,5,5,9,23.68,90.804
3010,2024,2,5,5,10,24.04,93.172
3011,2024,2,5,5,11,28.05,95.643
3012,2024,2,5,5,12,33.04,97.326
3013,2024,2,5,5,13,28.0,97.356
3014,2024,2,5,5,14,28.05,98.194
3015,2024,2,5,5,15,34.74,100.557
3016,2024,2,5,5,16,36.25,102.638
3017,2024,2,5,5,17,36.25,104.423
3018,2024,2,5,5,18,35.0,107.127
3019,2024,2,5,5,19,44.21,111.403
3020,2024,2,5,5,20,56.06,113.395
3021,2024,2,5,5,21,47.25,109.667
3022,2024,2,5,5,22,29.94,100.959
3023,2024,2,5,5,23,21.25,93.208
3024,2024,2,5,5,24,23.09,88.943
3025,2024,2,5,6,1,21.79,86.355
3026,2024,2,5,6,2,21.79,85.392
3027,2024,2,5,6,3,21.79,85.95
3028,2024,2,5,6,4,21.79,88.828
3029,2024,2,5,6,5,28.16,95.179
3030,2024,2,5,6,6,40.1,103.626
3031,2024,2,5,6,7,49.41,110.284
3032,2024,2,5,6,8,49.99,112.248
3033,2024,2,5,6,9,45.0,110.252
3034,2024,2,5,6,10,41.0,107.28
3035,2024,2,5,6,11,39.8,105.575
3036,2024,2,5,6,12,40.0,105.61
3037,2024,2,5,6,13,44.93,106.593
3038,2024,2,5,6,14,41.0,106.63
3039,2024,2,5,6,15,42.69,106.676
3040,2024,2,5,6,16,43.04,106.564
3041,2024,2,5,6,17,40.0,106.654
3042,2024,2,5,6,18,42.1,108.289
3043,2024,2,5,6,19,46.0,110.666
3044,2024,2,5,6,20,51.82,111.306
3045,2024,2,5,6,21,42.83,107.572
3046,2024,2,5,6,22,36.79,101.851
3047,2024,2,5,6,23,29.99,96.298
3048,2024,2,5,6,24,27.72,92.518
3049,2024,2,5,7,1,26.0,90.315
3050,2024,2,5,7,2,25.0,89.207
3051,2024,2,5,7,3,24.58,89.45
3052,2024,2,5,7,4,25.04,92.148
3053,2024,2,5,7,5,29.53,98.591
3054,2024,2,5,7,6,44.79,108.013
3055,2024,2,5,7,7,54.06,115.645
3056,2024,2,5,7,8,55.45,118.548
3057,2024,2,5,7,9,51.95,117.255
3058,2024,2,5,7,10,48.05,114.254
3059,2024,2,5,7,11,44.0,111.787
3060,2024,2,5,7,12,47.47,110.942
3061,2024,2,5,7,13,45.53,110.08
3062,2024,2,5,7,14,44.0,109.141
3063,2024,2,5,7,15,44.1,108.574
3064,2024,2,5,7,16,43.04,108.739
3065,2024,2,5,7,17,43.11,110.577
3066,2024,2,5,7,18,48.98,114.387
3067,2024,2,5,7,19,52.38,118.056
3068,2024,2,5,7,20,59.98,119.118
3069,2024,2,5,7,21,49.41,114.484
3070,2024,2,5,7,22,42.13,106.987
3071,2024,2,5,7,23,29.99,99.437
3072,2024,2,5,7,24,30.03,94.842
3073,2024,2,5,8,1,28.3,91.822
3074,2024,2,5,8,2,22.04,89.235
3075,2024,2,5,8,3,22.04,88.534
3076,2024,2,5,8,4,22.04,90.091
3077,2024,2,5,8,5,28.3,93.895
3078,2024,2,5,8,6,33.38,97.999
3079,2024,2,5,8,7,36.29,100.975
3080,2024,2,5,8,8,36.29,102.886
3081,2024,2,5,8,9,36.29,105.228
3082,2024,2,5,8,10,43.1,109.01
3083,2024,2,5,8,11,48.9,112.419
3084,2024,2,5,8,12,47.96,113.845
3085,2024,2,5,8,13,47.1,114.275
3086,2024,2,5,8,14,48.83,114.922
3087,2024,2,5,8,15,49.47,115.938
3088,2024,2,5,8,16,51.42,117.496
3089,2024,2,5,8,17,54.46,119.418
3090,2024,2,5,8,18,52.06,121.559
3091,2024,2,5,8,19,56.17,124.933
3092,2024,2,5,8,20,68.2,127.166
3093,2024,2,5,8,21,57.68,123.236
3094,2024,2,5,8,22,51.25,115.269
3095,2024,2,5,8,23,33.57,105.949
3096,2024,2,5,8,24,36.01,100.052
3097,2024,2,5,9,1,31.9,96.092
3098,2024,2,5,9,2,30.03,94.652
3099,2024,2,5,9,3,30.03,96.705
3100,2024,2,5,9,4,34.35,103.181
3101,2024,2,5,9,5,51.32,112.917
3102,2024,2,5,9,6,60.05,120.502
3103,2024,2,5,9,7,60.06,123.507
3104,2024,2,5,9,8,55.67,123.633
3105,2024,2,5,9,9,59.63,123.712
3106,2024,2,5,9,10,58.94,123.197
3107,2024,2,5,9,11,57.47,122.039
3108,2024,2,5,9,12,55.83,120.512
3109,2024,2,5,9,13,53.51,118.905
3110,2024,2,5,9,14,53.76,117.402
3111,2024,2,5,9,15,51.07,115.377
3112,2024,2,5,9,16,50.77,113.139
3113,2024,2,5,9,17,43.1,111.274
3114,2024,2,5,9,18,45.17,112.58
3115,2024,2,5,9,19,49.73,116.26
3116,2024,2,5,9,20,63.48,118.689
3117,2024,2,5,9,21,50.08,114.292
3118,2024,2,5,9,22,39.4,106.868
3119,2024,2,5,9,23,33.94,100.582
3120,2024,2,5,9,24,32.3,96.716
3121,2024,2,5,10,1,29.67,94.487
3122,2024,2,5,10,2,28.1,93.279
3123,2024,2,5,10,3,27.61,93.371
3124,2024,2,5,10,4,28.49,95.572
3125,2024,2,5,10,5,32.59,100.641
3126,2024,2,5,10,6,43.0,107.968
3127,2024,2,5,10,7,50.73,114.6
3128,2024,2,5,10,8,54.08,118.33
3129,2024,2,5,10,9,53.95,118.789
3130,2024,2,5,10,10,49.42,117.073
3131,2024,2,5,10,11,48.99,115.145
3132,2024,2,5,10,12,49.42,113.031
3133,2024,2,5,10,13,43.05,110.308
3134,2024,2,5,10,14,42.95,108.656
3135,2024,2,5,10,15,42.55,108.207
3136,2024,2,5,10,16,43.05,109.097
3137,2024,2,5,10,17,44.27,111.515
3138,2024,2,5,10,18,49.37,115.317
3139,2024,2,5,10,19,53.3,118.821
3140,2024,2,5,10,20,57.62,120.113
3141,2024,2,5,10,21,52.66,117.465
3142,2024,2,5,10,22,46.05,112.372
3143,2024,2,5,10,23,38.32,107.23
3144,2024,2,5,10,24,40.0,103.828
3145,2024,2,5,11,1,36.0,100.751
3146,2024,2,5,11,2,33.85,98.473
3147,2024,2,5,11,3,32.62,97.236
3148,2024,2,5,11,4,33.04,97.189
3149,2024,2,5,11,5,32.62,98.387
3150,2024,2,5,11,6,36.86,101.262
3151,2024,2,5,11,7,40.57,105.003
3152,2024,2,5,11,8,43.09,108.922
3153,2024,2,5,11,9,49.46,112.423
3154,2024,2,5,11,10,49.46,113.603
3155,2024,2,5,11,11,49.87,112.123
3156,2024,2,5,11,12,43.09,108.023
3157,2024,2,5,11,13,38.02,103.615
3158,2024,2,5,11,14,34.93,100.804
3159,2024,2,5,11,15,36.29,100.422
3160,2024,2,5,11,16,36.72,101.955
3161,2024,2,5,11,17,42.1,105.281
3162,2024,2,5,11,18,42.07,109.568
3163,2024,2,5,11,19,45.99,115.327
3164,2024,2,5,11,20,68.47,120.095
3165,2024,2,5,11,21,50.39,116.598
